1	3277541	3283661	2	2	1	16	0	64
1	3287192	3491924	2	2	1	9	0	42
1	3492125	3740774	2	2	1	11	0	70
1	3536911	3541258	1	1	1	1	0	35
1	3536911	3575788	1	1	1	1	0	39
1	3536911	3583627	1	1	1	26	0	73
1	3541322	3583627	1	1	1	1	0	37
1	3575872	3583627	1	1	1	1	0	56
1	4077961	4089292	2	2	1	2	0	34
1	4089372	4094958	2	2	1	2	0	31
1	4095114	4112110	2	2	1	1	0	43
1	4218187	4218834	2	2	1	1	0	34
1	4218968	4234077	2	2	1	1	0	11
1	4234165	4240427	2	2	1	2	0	52
1	4240628	4267756	2	2	1	2	0	56
1	4438582	4480432	2	2	1	1	0	54
1	4562892	4563322	2	2	1	14	0	66
1	4563690	4563994	2	4	1	1	0	45
1	4563714	4563994	2	4	1	1	0	71
1	4564087	4565358	2	2	1	3	0	47
1	4564087	4566513	2	2	1	1	0	31
1	4565422	4566513	2	2	1	2	0	63
1	4566166	4566513	2	2	1	1	0	50
1	4844740	4846632	2	2	1	1	0	25
1	4844740	4847747	2	2	1	1	0	40
1	4847025	4847747	2	2	1	305	3	75
1	4847872	4848970	2	2	1	4	0	37
1	4847872	4852790	2	2	1	206	1	75
1	4849022	4852790	2	2	1	2	0	52
1	4852525	4852790	2	2	1	6	0	67
1	4852957	4854173	2	2	1	314	0	74
1	4852957	4855795	2	2	1	10	0	48
1	4854329	4855795	2	2	1	361	0	75
1	4878206	4878677	1	1	1	229	0	33
1	4878206	4898806	1	1	1	1	0	19
1	4878710	4898806	1	1	1	266	0	33
1	4898873	4900490	1	1	1	244	0	48
1	4900539	4902533	1	1	1	265	0	57
1	4902592	4911329	1	3	1	3	0	3
1	4902605	4907223	1	1	1	254	0	72
1	4907298	4909609	1	1	1	252	0	75
1	4907298	4911178	1	1	1	13	0	58
1	4909712	4911178	1	1	1	201	0	73
1	4911356	4915185	1	1	1	190	5	75
1	4928200	4937692	1	1	1	245	3	63
1	4928643	4937692	1	1	1	4	0	60
1	4929844	4950205	2	2	1	1	0	17
1	4937756	4948249	1	1	1	270	2	65
1	4948356	4956966	1	1	1	341	10	75
1	4957055	4959679	1	1	1	245	5	75
1	4957055	4959682	1	1	1	42	1	74
1	4959826	4960962	1	1	1	220	0	58
1	4961020	4962137	1	5	1	247	0	58
1	4962293	4963639	1	1	1	398	1	74
1	4963787	4965156	1	1	1	384	4	72
1	4965229	4966578	1	1	1	394	13	72
1	4980886	4982536	2	2	1	12	0	71
1	4982772	4987047	2	2	1	1	0	40
1	4982772	4987119	2	2	1	23	0	72
1	4987204	4994044	2	2	1	1	0	26
1	4987204	4994069	2	2	1	15	0	73
1	4987204	4994093	2	2	1	1	0	43
1	4994213	5033492	2	2	1	1	0	64
1	4994213	5088798	2	2	1	2	0	30
1	4994213	5089533	2	2	1	8	0	62
1	5153502	5154639	1	1	1	1070	0	75
1	5153502	5159231	1	1	1	1	0	66
1	5153849	5154639	1	1	1	93	0	72
1	5153885	5154639	1	1	1	1	0	52
1	5154764	5159231	1	1	1	1	0	58
1	5154787	5154918	1	1	1	1	0	30
1	5154787	5158782	1	1	1	1	0	59
1	5154787	5159231	1	1	1	789	0	75
1	5154797	5159231	1	1	1	1	0	25
1	5154804	5159231	1	1	1	4	0	70
1	5154949	5159231	1	1	1	1	0	30
1	5159335	5163585	1	1	1	1019	0	75
1	5159335	5165837	1	1	1	9	3	57
1	5159335	5187612	1	1	1	24	10	41
1	5163676	5165837	1	1	1	1073	3	75
1	5165952	5168251	1	1	1	1217	2	75
1	5168357	5171292	1	1	1	284	0	54
1	5168357	5187612	1	1	1	792	10	75
1	5171347	5187612	1	1	1	370	0	56
1	5187711	5194499	1	1	1	1167	9	75
1	5194693	5203306	1	1	1	923	0	75
1	5203486	5206034	1	1	1	1236	0	74
1	5203486	5206052	1	1	1	2	0	72
1	5206161	5213972	1	1	1	1273	0	75
1	5206161	5220170	1	1	1	1	0	28
1	5214075	5216271	1	1	1	1	0	38
1	5214075	5220170	1	1	1	1010	3	75
1	5220285	5232327	1	1	1	1055	3	75
1	5229436	5232327	1	1	1	3	0	28
1	5369757	5374636	2	2	1	1	0	53
1	5658887	5659227	1	1	1	3	0	45
1	5658887	5659257	1	1	1	1	0	42
1	5659529	5668812	1	1	1	2	0	33
1	5669166	5672474	1	1	1	4	0	53
1	6237408	6284456	2	2	1	1	0	72
1	6283572	6284456	2	2	1	2	0	70
1	6285182	6298163	1	1	1	110	0	74
1	6285182	6308485	1	1	1	1	0	66
1	6285477	6298163	1	1	1	2	0	54
1	6293927	6298163	1	1	1	1	0	52
1	6293970	6298163	1	1	1	1	0	37
1	6298274	6300182	1	1	1	118	0	75
1	6298274	6304184	1	1	1	2	0	74
1	6300298	6304184	1	1	1	153	0	75
1	6304312	6304452	1	1	1	120	0	75
1	6304624	6308485	1	1	1	145	0	75
1	6308689	6310175	1	1	1	178	0	74
1	6308689	6310180	1	1	1	3	0	65
1	6310603	6314328	1	1	1	179	0	73
1	6314500	6315018	1	1	1	104	0	73
1	6315204	6315381	1	1	1	172	0	75
1	6315569	6315648	1	1	1	197	0	74
1	6315731	6315821	1	1	1	139	0	62
1	6315884	6317929	1	1	1	181	0	62
1	6318034	6318289	1	1	1	173	0	74
1	6318417	6318499	1	3	1	178	0	75
1	6320392	6331153	1	1	1	191	0	74
1	6331320	6333057	1	1	1	226	0	73
1	6333167	6333247	1	1	1	119	0	75
1	6333167	6333352	1	1	1	3	0	34
1	6333489	6334765	1	1	1	181	0	50
1	6334815	6335797	1	1	1	206	0	49
1	6335846	6335945	1	1	1	5	0	48
1	6335846	6335948	1	1	1	1	0	44
